username,repositorio,hash,linguagem_programacao
oleg-nesterov,https://github.com/torvalds/linux,f20011457f41c11edb5ea5038ad0c8ea9f392023,C
oleg-nesterov,https://github.com/torvalds/linux,fa2755e20ab0c7215d99c2dc7c262e98a09b01df,C
pinchartl,https://github.com/torvalds/linux,fc0a80798576f80ca10b3f6c9c7097f12fd1d64e,C
error27,https://github.com/torvalds/linux,0031c41be5c529f8329e327b63cde92ba1284842,C
autor nulo,https://github.com/torvalds/linux,0926f91083f34d047abc74f1ca4fa6a9c161f7db,C
autor nulo,https://github.com/torvalds/linux,867c20265459d30a01b021a9c1e81fb4c5832aa9,C
adrianschroeter,https://github.com/openSUSE/open-build-service,23c8d21c75242999e29379e6ca8418a14c8725c6,Perl
adrianschroeter,https://github.com/openSUSE/open-build-service,76b0ab003f34435ca90d943e02dd22279cdeec2a,Shell
yoe,https://github.com/yoe/nbd,3ef52043861ab16352d49af89e048ba6339d6df8,C
herbertx,https://github.com/torvalds/linux,6b0d6a9b4296fa16a28d10d416db7a770fc03287,C
kumpera,https://github.com/mono/mono,8eb1189099e02372fd45ca1c67230eccf1edddc0,C
autor nulo,https://github.com/mono/mono,722f9890f09aadfc37ae479e7d946d5fc5ef7b91,C
sunnavy,https://github.com/bestpractical/rt,2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,Perl
segoon,https://github.com/torvalds/linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,C
nhorman,https://github.com/torvalds/linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f,C
segoon,https://github.com/torvalds/linux,c4c896e1471aec3b004a693c689f60be3b17ac86,C
segoon,https://github.com/torvalds/linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573,C
segoon,https://github.com/torvalds/linux,d846f71195d57b0bbb143382647c2c6638b04c5a,C
autor nulo,https://github.com/torvalds/linux,1309d7afbed112f0e8e90be9af975550caa0076b,Shell
autor nulo,https://github.com/torvalds/linux,d370af0ef7951188daeb15bae75db7ba57c67846,C
autor nulo,https://github.com/torvalds/linux,da48524eb20662618854bb3df2db01fc65f3070c,C
autor nulo,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,C
autor nulo,https://github.com/torvalds/linux,4d00135a680727f6c3be78f8befaac009030e4df,C
eparis,https://github.com/torvalds/linux,d0de4dc584ec6aa3b26fffea320a8457827768fc,C
autor nulo,https://github.com/torvalds/linux,be20250c13f88375345ad99950190685eda51eb8,C
jedisct1,https://github.com/jedisct1/pure-ftpd,65c4d4ad331e94661de763e9b5304d28698999c4,C
jtlayton,https://github.com/torvalds/linux,4ff67b720c02c36e54d55b88c2931879b7db1cd2,C
autor nulo,https://github.com/xfce-mirror/thunar,03dd312e157d4fa8a11d5fa402706ae5b05806fa,C
autor nulo,https://github.com/torvalds/linux,0f22072ab50cac7983f9660d33974b45184da4f9,C
autor nulo,https://github.com/torvalds/linux,c2892f02712e9516d72841d5c019ed6916329794,C
autor nulo,https://github.com/torvalds/linux,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,C
autor nulo,https://github.com/torvalds/linux,764355487ea220fdc2faf128d577d7f679b91f97,C
autor nulo,https://github.com/torvalds/linux,64f3b9e203bd06855072e295557dca1485a2ecba,C
jcameron,https://github.com/webmin/webmin,46e3d3ad195dcdc1af1795c96b6e0dc778fb6881,Perl
autor nulo,https://github.com/FFmpeg/FFmpeg,8312e3fc9041027a33c8bc667bb99740fdf41dd5,C
autor nulo,https://github.com/torvalds/linux,cae13fe4cc3f24820ffb990c09110626837e85d4,C
autor nulo,https://github.com/torvalds/linux,2b472611a32a72f4a118c069c2d62a1a3f087afd,C
autor nulo,https://github.com/torvalds/linux,21c5977a836e399fc710ff2c5367845ed5c2527f,C
aagit,https://github.com/torvalds/linux,78f11a255749d09025f54d4e2df4fbcb031530e2,C
autor nulo,https://github.com/torvalds/linux,ea2bc483ff5caada7c4aa0d5fbf87d3a6590273d,C
autor nulo,https://github.com/torvalds/linux,0b760113a3a155269a3fba93a409c640031dd68f,C
taoma-tm,https://github.com/torvalds/linux,0449641130f5652b344ef6fa39fa019d7e94660a,C
torvalds,https://github.com/torvalds/linux,1a51410abe7d0ee4b1d112780f46df87d3621043,C
segoon,https://github.com/torvalds/linux,1d1221f375c94ef961ba8574ac4f85c8870ddd51,C
torvalds,https://github.com/torvalds/linux,982134ba62618c2d69fbbbd166d0a11ee3b7e3d8,C
autor nulo,https://github.com/torvalds/linux,208c72f4fe44fe09577e7975ba0e7fa0278f3d03,C
autor nulo,https://github.com/torvalds/linux,4e78c724d47e2342aa8fde61f6b8536f662f795f,C
autor nulo,https://github.com/torvalds/linux,fc66c5210ec2539e800e87d7b3a985323c7be96e,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,0d0138ebe24b94065580bd2601f8bb7eb6152f56,C
autor nulo,https://github.com/irmen/Pyro3,554e095a62c4412c91f981e72fd34a936ac2bf1e,Python
jrn,https://github.com/torvalds/linux,aba8d056078e47350d85b06a9cabd5afcc4b72ea,C
autor nulo,https://github.com/torvalds/linux,b5b515445f4f5a905c5dd27e6e682868ccd6c09d,C
segoon,https://github.com/torvalds/linux,819cbb120eaec7e014e5abd029260db1ca8c5735,C
tenderlove,https://github.com/rails/rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,Ruby
tenderlove,https://github.com/rails/rails,586a944ddd4d03e66dea1093306147594748037a,Ruby
tenderlove,https://github.com/rails/rails,bfc432574d0b141fd7fe759edfe9b6771dd306bd,Ruby
coolo,https://github.com/openSUSE/open-build-service,cbfe2ed36dd77c0843702935dea7f914bb599201,Ruby
jtlayton,https://github.com/torvalds/linux,9438fabb73eb48055b58b89fc51e0bc4db22fabd,C
stpierre,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,Python
bonzini,https://github.com/bonzini/qemu,103b40f51e4012b3b0ad20f615562a1806d7f49a,C
bonzini,https://github.com/bonzini/qemu,7285477ab11831b1cf56e45878a89170dd06d9b9,C
autor nulo,https://github.com/torvalds/linux,c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae,C
linvjw,https://github.com/torvalds/linux,c85ce65ecac078ab1a1835c87c4a6319cf74660a,C
jtlayton,https://github.com/torvalds/linux,70945643722ffeac779d2529a348f99567fa5c33,C
autor nulo,https://github.com/punbb/punbb,dd50a50a2760f10bd2d09814e30af4b36052ca6d,PHP
segoon,https://github.com/reubenhwk/radvd,92e22ca23e52066da2258df8c76a2dca8a428bcc,C
autor nulo,https://github.com/torvalds/linux,a5b2c5b2ad5853591a6cac6134cd0f599a720865,C
torvalds,https://github.com/torvalds/linux,76597cd31470fa130784c78fadb4dab2e624a723,C
xiaoqiangnk,https://github.com/torvalds/linux,667eff35a1f56fa74ce98a0c7c29a40adc1ba4e3,C
richardweinberger,https://github.com/torvalds/linux,bfdc0b497faa82a0ba2f9dddcf109231dd519fcc,C
autor nulo,https://github.com/torvalds/linux,7ed47b7d142ec99ad6880bbbec51e9f12b3af74c,C
autor nulo,https://github.com/torvalds/linux,15291164b22a357cb211b618adfef4fa82fc0de3,C
autor nulo,https://github.com/torvalds/linux,f8e9881c2aef1e982e5abc25c046820cd0b7cf64,C
bmarzins,https://github.com/torvalds/linux,64dd153c83743af81f20924c6343652d731eeecb,C
toastdriven,https://github.com/toastdriven/django-tastypie,e8af315211b07c8f48f32a063233cc3f76dd5bc2,Python
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
bonzini,https://github.com/torvalds/linux,0bfc96cb77224736dfa35c3c555d37b3646ef35e,C
bonzini,https://github.com/torvalds/linux,ec8013beddd717d1740cfefb1a9b900deef85462,C
androsadamson,https://github.com/torvalds/linux,bf118a342f10dafe44b14451a1392c3254629a1f,C
adrianschroeter,https://github.com/openSUSE/open-build-service,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,Ruby
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,a9cf73ea7ff78f52662c8658d93c226effbbedde,C
brendo,https://github.com/symphonycms/symphony-2,476e4926e2773588eab10dd3036f27e1411521b5,PHP
kohsuke,https://github.com/jenkinsci/winstone,410ed3001d51c689cf59085b7417466caa2ded7b,Java
autor nulo,https://github.com/torvalds/linux,ae53b5bd77719fed58086c5be60ce4f22bffe1c6,C
compudj,https://github.com/torvalds/linux,bc909d9ddbf7778371e36a651d6e4194b1cc7d4c,C
ecsv,https://github.com/torvalds/linux,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c,C
antonblanchard,https://github.com/torvalds/linux,0837e3242c73566fc1c0196b4ec61779c25ffc93,C
autor nulo,https://github.com/torvalds/linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,C
ctfliblime,https://github.com/liblime/LibLime-Koha,8ea6f7bc37d05a9ec25b5afbea011cf9de5f1e49,Perl
bwhacks,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,C
alandekok,https://github.com/alandekok/freeradius-server,1b1ec5ce75e224bd1755650c18ccdaa6dc53e605,C
nsams,https://github.com/koala-framework/koala-framework,59f81ea6bd8ef96c04a706a3ca453cd656284faa,PHP
coderanger,https://github.com/opscode/chef,a4ea6edab2fecb922f999cffb0daa04eeeec7a26,Ruby
btm,https://github.com/opscode/chef,33f0e9c58bbf047e1b401a834f3abfe72d9a8947,Ruby
autor nulo,https://github.com/torvalds/linux,c290f8358acaeffd8e0c551ddcc24d1206143376,C
error27,https://github.com/torvalds/linux,12f09ccb4612734a53e47ed5302e0479c10a50f8,C
torvalds,https://github.com/torvalds/linux,8141c7f3e7aee618312fa1c15109e1219de784a7,C
bagder,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,C
xiw,https://github.com/torvalds/linux,093019cf1b18dd31b2c3b77acce4e000e2cbc9ce,C
autor nulo,https://github.com/torvalds/linux,fa8b18edd752a8b4e9d1ee2cd615b82c93cf8bba,C
xiw,https://github.com/torvalds/linux,a5cd335165e31db9dbab636fd29895d41da55dd2,C
bwhacks,https://github.com/torvalds/linux,a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27,C
autor nulo,https://github.com/torvalds/linux,61cc74fbb87af6aa551a06a370590c9bc07e29d9,C
autor nulo,https://github.com/torvalds/linux,b69f2292063d2caf37ca9aec7d63ded203701bf3,C
kees,https://github.com/torvalds/linux,2702b1526c7278c4d65d78de209a465d4de2885e,C
autor nulo,https://github.com/krb5/krb5,c5be6209311d4a8f10fda37d0d3f876c1b33b77b,C
autor nulo,https://github.com/torvalds/linux,c8e252586f8d5de906385d8cf6385fee289a825e,C
lalinsky,https://github.com/taglib/taglib,77d61c6eca4d08b9b025738acf6b926cc750db23,C++
franklai,https://github.com/taglib/taglib,b3646a07348ffa276ea41a9dae03ddc63ea6c532,C++
dregad,https://github.com/mantisbt/mantisbt,eb803ed02105fc919cf5f789e939f2b824162927,PHP
dregad,https://github.com/mantisbt/mantisbt,cf5df427f17cf9204645f83e000665780eb9afe6,PHP
dregad,https://github.com/mantisbt/mantisbt,dea7e315f3fc96dfa995e56e8810845fc07a47aa,PHP
dregad,https://github.com/mantisbt/mantisbt,9443258724e84cb388aa1865b775beaecd80596d,PHP
dregad,https://github.com/mantisbt/mantisbt,0da3f7ace233208eb3c8d628cc2fd6e56d83839f,PHP
autor nulo,https://github.com/mantisbt/mantisbt,f5106be52cf6aa72c521f388e4abb5f0de1f1d7f,PHP
autor nulo,https://github.com/torvalds/linux,371528caec553785c37f73fa3926ea0de84f986f,C
matthiasmullie,https://github.com/forkcms/forkcms,1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9,PHP
matthiasmullie,https://github.com/forkcms/forkcms,995220182068518e89019a265d113518f6566407,PHP
nijel,https://github.com/phpmyadmin/phpmyadmin,86073d532aed656550cb731aa5b4288b126ae7a6,JavaScript
freshface,https://github.com/forkcms/forkcms,a9986b86c53de0582248b39605660fbba0c21a29,PHP
autor nulo,https://github.com/forkcms/forkcms,8fa74dd3e2e32723cd121177dce6aeac37e29df6,PHP
autor nulo,https://github.com/forkcms/forkcms,d65c083adc91c88d21bd9a0df4c2688df634c6ff,PHP
freshface,https://github.com/forkcms/forkcms,df75e0797a6540c4d656969a2e7df7689603b2cf,PHP
autor nulo,https://github.com/forkcms/forkcms,c8ec9c58a6b3c46cdd924532c1de99bcda6072ed,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
zoulasc,https://github.com/glensc/file,1859fdb4e67c49c463c4e0078054335cd46ba295,C
zoulasc,https://github.com/glensc/file,1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b,C
SesterhennEric,https://github.com/torvalds/linux,d0772b70faaf8e9f2013b6c4273d94d5eac8047a,C
lalinsky,https://github.com/taglib/taglib,dcdf4fd954e3213c355746fa15b7480461972308,C++
andrerom,https://github.com/ezsystems/ezjscore,58854564c7b8672090c25c4b1677d08620d870f2,PHP
ioguix,https://github.com/phppgadmin/phppgadmin,74174ad639664b52cc1609ede0af8bc403e98a00,PHP
juanramon,https://github.com/osclass/OSClass,1e7626f4e1a26371480989c0b937f107ea9a6d4b,PHP
juanramon,https://github.com/osclass/OSClass,a40b76695994442644e46e1b776d79660500566a,PHP
sipa,https://github.com/sipa/bitcoin,a206b0ea12eb4606b93323268fc81a4f1f952531,C++
autor nulo,https://github.com/bitcoin/bitcoin,8864019f6d88b13d3442843d9e6ebeb8dd938831,Shell
xiw,https://github.com/torvalds/linux,d50f2ab6f050311dbf7b8f5501b25f0bf64a439b,C
dprince,https://github.com/openstack/nova,1f644d210557b1254f7c7b39424b09a45329ade7,Python
jasowang,https://github.com/torvalds/linux,b92946e2919134ebe2a4083e4302236295ea2a73,C
eparis,https://github.com/torvalds/linux,d52fc5dde171f030170a6cb78034d166b13c9445,C
autor nulo,https://github.com/torvalds/linux,905ad269c55fc62bee3da29f7b1d1efeba8aa1e1,C
splitbrain,https://github.com/splitbrain/dokuwiki,ff71173477e54774b5571015d49d944f51cb8a26,PHP
dgibson,https://github.com/torvalds/linux,90481622d75715bfcb68501280a917dbfe516029,C
jasowang,https://github.com/torvalds/linux,cc9b17ad29ecaa20bfe426a8d4dbfb94b13ff1cc,C
autor nulo,https://github.com/mikel/mail,29aca25218e4c82991400eb9b0c933626aefc98f,Ruby
autor nulo,https://github.com/mikel/mail,39b590ddb08f90ddbe445837359a2c8843e533d0,Ruby
autor nulo,https://github.com/openstack/horizon,041b1c44c7d6cf5429505067c32f8f35166a8bab,Python
jeffmahoney,https://github.com/torvalds/linux,1bb57e940e1958e40d51f2078f50c3a96a9b2d75,C
gregkh,https://github.com/torvalds/linux,6f24f892871acc47b40dd594c63606a17c714f77,C
aagit,https://github.com/torvalds/linux,26c191788f18129af0eb32a358cdaea0c7479626,C
spuiuk,https://github.com/torvalds/linux,20e0fa98b751facf9a1101edaefbc19c82616a68,C
xiw,https://github.com/torvalds/linux,ed8cd3b2cd61004cab85380c52b1817aca1ca49b,C
xiw,https://github.com/torvalds/linux,44afb3a04391a74309d16180d1e4f8386fdfa745,C
keithw,https://github.com/keithw/mosh,9791768705528e911bfca6c4d8aa88139035060e,C++
autor nulo,https://github.com/torvalds/linux,c50ac050811d6485616a193eb0f37bfbd191cc89,C
autor nulo,https://github.com/Legrandin/pycrypto,9f912f13df99ad3421eff360d6a62d7dbec755c2,Python
vishvananda,https://github.com/openstack/nova,ff06c7c885dc94ed7c828e8cdbb8b5d850a7e654,Python
olafhering,https://github.com/torvalds/linux,bcc2c9c3fff859e0eb019fe6fec26f9b8eba795c,C
ivmai,https://github.com/ivmai/bdwgc,6a93f8e5bcad22137f41b6c60a1c7384baaec2b3,C
autor nulo,https://github.com/ivmai/bdwgc,83231d0ab5ed60015797c3d1ad9056295ac3b2bb,C
xiw,https://github.com/ivmai/bdwgc,be9df82919960214ee4b9d3313523bff44fd99e1,C
xiw,https://github.com/ivmai/bdwgc,e10c1eb9908c2774c16b3148b30d2f3823d66a9a,C
xiw,https://github.com/android/platform_bionic,7f5aa4f35e23fd37425b3a5041737cdf58f87385,C
xiw,https://github.com/ned14/nedmalloc,1a759756639ab7543b650a10c2d77a0ffc7a2000,C
xiw,https://github.com/ned14/nedmalloc,2965eca30c408c13473c4146a9d47d547d288db1,C
kaber,https://github.com/torvalds/linux,9e2dcf72023d1447f09c47d77c99b0c49659e5ce,C
oleg-nesterov,https://github.com/torvalds/linux,79549c6dfda0603dba9a70a53467ce62d9335c33,C
jcameron,https://github.com/webmin/webmin,4cd7bad70e23e4e19be8ccf7b9f245445b2b3b80,Perl
russellb,https://github.com/openstack/nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,Python
djrbliss,https://github.com/torvalds/linux,67de956ff5dc1d4f321e16cfbd63f5be3b691b43,C
stpierre,https://github.com/Bcfg2/bcfg2,a524967e8d5c4c22e49cd619aed20c87a316c0be,Python
dprince,https://github.com/openstack/nova,034762e8060dcf0a11cb039b9d426b0d0bb1801d,Python
jibaron,https://github.com/torvalds/linux,13d518074a952d33d47c428419693f63389547e9,C
gonzalop,https://github.com/mono/mono,d16d4623edb210635bec3ca3786481b82cde25a2,C#
jankara,https://github.com/torvalds/linux,1df2ae31c724e57be9d7ac00d78db8a5dabdd050,C
jankara,https://github.com/torvalds/linux,adee11b2085bee90bd8f4f52123ffb07882d6256,C
nicklewis,https://github.com/puppetlabs/puppet,ab9150baa1b738467a33b01df1d90e076253fbbd,Ruby
derekhiggins,https://github.com/openstack/keystone,375838cfceb88cacc312ff6564e64eb18ee6a355,Python
derekhiggins,https://github.com/openstack/keystone,628149b3dc6b58b91fd08e6ca8d91c728ccb8626,Python
derekhiggins,https://github.com/openstack/keystone,a67b24878a6156eab17b9098fa649f0279256f5d,Python
autor nulo,https://github.com/torvalds/linux,06b6a1cf6e776426766298d055bb3991957d90a7,C
autor nulo,https://github.com/openstack/nova,ce4b2e27be45a85b310237615c47eb53f37bb5f3,Python
bbangert,https://github.com/bbangert/beaker,91becae76101cf87ce8cbfabe3af2622fc328fe5,Python
darold,https://github.com/darold/squidclamav,80f74451f628264d1d9a1f1c0bbcebc932ba5e00,C
autor nulo,https://github.com/torvalds/linux,f0ec1aaf54caddd21c259aea8b2ecfbde4ee4fb9,C
amluto,https://github.com/torvalds/linux,9ab4233dd08036fe34a89c7dc6f47a8bf2eb29eb,C
autor nulo,https://github.com/torvalds/linux,e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea,C
smokku,https://github.com/Jabberd2/jabberd2,aabcffae560d5fd00cd1d2ffce5d760353cf0a4d,C
dolph,https://github.com/openstack/keystone,c13d0ba606f7b2bdc609a7f388334e5efec3f3aa,Python
autor nulo,https://github.com/torvalds/linux,f6d8bd051c391c1c0458a30b2a7abcd939329259,C
pcarlisle,https://github.com/puppetlabs/puppet,10f6cb8969b4d5a933b333ecb01ce3696b1d57d4,Ruby
pcarlisle,https://github.com/puppetlabs/puppet,d80478208d79a3e6d6cb1fbc525e24817fe8c4c6,Ruby
pcarlisle,https://github.com/puppetlabs/puppet,fd44bf5e6d0d360f6a493d663b653c121fa83c3f,Ruby
pcarlisle,https://github.com/puppetlabs/puppet,f3419620b42080dad3b0be14470b20a972f13c50,Ruby
rodnaph,https://github.com/rodnaph/sockso,fe2d895ea8eb8b8ccad5a3319f472e45d6ba5136,HTML
LukasReschke,https://github.com/owncloud/core,93579d88dcea389205c01ddf6da41f37ad9b8745,PHP
LukasReschke,https://github.com/owncloud/core,d203fa2c50f4b2791e68e2b8ab9a0f8b94f9c9f8,JavaScript
autor nulo,https://github.com/owncloud/core,0074062b5329c3d43679909fddce2d70608a4475,PHP
autor nulo,https://github.com/owncloud/core,44260a552cd4ee50ee11eee45164c725f56f7027,PHP
autor nulo,https://github.com/owncloud/core,642e7ce110cb8c320072532c29abe003385d50f5,PHP
LukasReschke,https://github.com/owncloud/core,8f09299e2468dfc4f9ec72b05acf47de3ef9d1d7,PHP
icewind1991,https://github.com/owncloud/core,8f616ecf76aac4a8b554fbf5a90b1645d0f25438,JavaScript
LukasReschke,https://github.com/owncloud/core,cc653a8a408adfb4d0cd532145668aacd85ad96c,PHP
LukasReschke,https://github.com/owncloud/core,d294373f476c795aaee7dc2444e7edfdea01a606,PHP
autor nulo,https://github.com/owncloud/core,e817504569dce49fd7a677fa510e500394af0c48,PHP
autor nulo,https://github.com/owncloud/core,f955f6a6857754826af8903475688ba54f72c1bb,PHP
autor nulo,https://github.com/owncloud/core,00595351400523168e18a08e3ffa5c3b1e7c1f6e,PHP
tanghus,https://github.com/owncloud/core,54a371700554ed21a5cb7db03126b6c95ae4cbd3,PHP
NicolasDichtel,https://github.com/torvalds/linux,70789d7052239992824628db8133de08dc78e593,C
dolph,https://github.com/openstack/keystone,1d146f5c32e58a73a677d308370f147a3271c2cb,Python
dolph,https://github.com/openstack/keystone,868054992faa45d6f42d822bf1588cb88d7c9ccb,Python
dolph,https://github.com/openstack/keystone,4ebfdfaf23c6da8e3c182bf3ec2cb2b7132ef685,Python
autor nulo,https://github.com/torvalds/linux,ed6fe9d614fc1bca95eb8c0ccd0e92db00ef9d5d,C
autor nulo,https://github.com/torvalds/linux,dee1f973ca341c266229faa5a1a5bb268bed3531,C
ptone,https://github.com/django/django,9305c0e12d43c4df999c3301a1f0c742264a657e,Python
kees,https://github.com/torvalds/linux,b66c5984017533316fd1951770302649baf1aa33,C
netoptimizer,https://github.com/torvalds/linux,8f363b77ee4fbf7c3bbcf5ec2c5ca482d396d664,C
autor nulo,https://github.com/openstack/glance,6ab0992e5472ae3f9bef0d2ced41030655d9d2bc,Python
LukasReschke,https://github.com/owncloud/core,9605e1926c6081e88326bf78a02c1d1b83126c4f,PHP
autor nulo,https://github.com/forkcms/forkcms,641e27bf1e9a7e320d6856399a7c274934bb351e,PHP
ruleant,https://github.com/phpmyadmin/phpmyadmin,cfd688d2512df9827a8ecc0412fc264fc5bcb186,PHP
nijel,https://github.com/phpmyadmin/phpmyadmin,a547f3d3e2cf36c6a904fa3e053fd8bddd3fbbb0,JavaScript
autor nulo,https://github.com/torvalds/linux,9c52057c698fb96f8f07e7a4bcf4801a092bda89,C
markwash,https://github.com/openstack/glance,b591304b8980d8aca8fa6cda9ea1621aca000c88,Python
autor nulo,https://github.com/torvalds/linux,08dff7b7d629807dbb1f398c68dd9cd58dd657a1,C
thozza,https://github.com/torvalds/linux,95a69adab9acfc3981c504737a2b6578e4d846ef,C
dolph,https://github.com/openstack/keystone,38c7e46a640a94da4da89a39a5a1ea9c081f1eb5,Python
vishvananda,https://github.com/openstack/keystone,9d68b40cb9ea818c48152e6c712ff41586ad9653,Python
rjmackay,https://github.com/ushahidi/Ushahidi_Web,e8c7ecd42818c331db8945d20f8b1865bc6d157e,PHP
calfonso,https://github.com/openshift/origin-server,1ad0d1d792395306b59a34ad7b6e7e89a35d041e,Ruby
autor nulo,https://github.com/openstack/nova,9d2ea970422591f8cdc394001be9a2deca499a5f,Python
jwhonce,https://github.com/openshift/origin-server,32564a0839b1517d762afab2013c26c0959bac00,PHP
abenari,https://github.com/theforeman/foreman,387b764b614170f23b3552aca498612e341652db,Ruby
autor nulo,https://github.com/centreon/centreon,434e291eebcd8f56771ac96b37831634fa52b6a8,PHP
kaniini,https://github.com/atheme/charybdis,ac0707aa61d9c20e9b09062294701567c9f41595,C
ares,https://github.com/jsomara/katello,65f1e42b7bda0f3410931c50598540d944d8bf0d,Shell
minipli,https://github.com/torvalds/linux,ecd7918745234e423dd87fcc0c077da557909720,C
minipli,https://github.com/torvalds/linux,1f86840f897717f86d523a13e99a447e6a5d2fa5,C
minipli,https://github.com/torvalds/linux,7b789836f434c87168eab067cfbed1ec4783dffd,C
minipli,https://github.com/torvalds/linux,f778a636713a435d3a922c60b1622a91136560c1,C
minipli,https://github.com/torvalds/linux,4c87308bdea31a7b4828a51f6156e6f721a1fcc9,C
minipli,https://github.com/torvalds/linux,43da5f2e0d0c69ded3d51907d9552310a6b545e8,C
minipli,https://github.com/torvalds/linux,2d8a041b7bfe1097af21441cb77d6af95f4f4680,C
minipli,https://github.com/torvalds/linux,7b07f8eb75aa3097cdfd4f6eac3da49db787381d,C
minipli,https://github.com/torvalds/linux,3592aaeb80290bda0f2cf0b5456c97bfc638b192,C
minipli,https://github.com/torvalds/linux,04d4fbca1017c11381e7d82acea21dd741e748bc,C
minipli,https://github.com/torvalds/linux,3f68ba07b1da811bf383b4b701b129bfcb2e4988,C
minipli,https://github.com/torvalds/linux,792039c73cf176c8e39a6e8beef2c94ff46522ed,C
minipli,https://github.com/torvalds/linux,e15ca9a0ef9a86f0477530b0f44a725d67f889ee,C
minipli,https://github.com/torvalds/linux,9344a972961d1a6d2c04d9008b13617bcb6ec2ef,C
