username,repositorio,hash,linguagem_programacao
kevin8t8,https://gitlab.com/muttmua/mutt,3d9028fec8f4d08db2251096307c0bbbebce669a,C
kevin8t8,https://github.com/neomutt/neomutt,6f163e07ae68654d7ac5268cbb7565f6df79ad85,C
jeriko-one,https://github.com/neomutt/neomutt,6296f7153f0c9d5e5cd3aaf08f9731e56621bdd3,C
jeriko-one,https://github.com/neomutt/neomutt,9e927affe3a021175f354af5fa01d22657c20585,C++
kevin8t8,https://gitlab.com/muttmua/mutt,6aed28b40a0410ec47d40c8c7296d8d10bae7576,C
flatcap,https://github.com/neomutt/neomutt,9bfab35522301794483f8f9ed60820bdec9be59e,C
ren-zhijun-oracle,https://github.com/eclipse-ee4j/mojarra,1b434748d9239f42eae8aa7d37d7a0930c061e24,Java
michaelni,https://github.com/FFmpeg/FFmpeg,3a2d21bc5f97aa0161db3ae731fc2732be6108b8,C
michaelni,https://github.com/FFmpeg/FFmpeg,fa19fbcf712a6a6cc5a5cfdc3254a97b9bce6582,C
s-gv,https://github.com/s-gv/orangeforum,1f6313cb3a1e755880fc1354f3e1efc4dd2dd4aa,Go
dcommander,https://github.com/libjpeg-turbo/libjpeg-turbo,9c78a04df4e44ef6487eee99c4258397f4fdca55,C
atrol,https://github.com/mantisbt/mantisbt,8b5fa243dbf04344a55fe880135ec149fc1f439f,PHP
fcabralpacheco,https://github.com/libgd/libgd,a93eac0e843148dc2d631c3ba80af17e9c8c860f,Batchfile
wgliang,https://github.com/evanphx/json-patch,4c9aadca8f89e349c999f04e28199e96e81aba03,Go
TurboTurtle,https://github.com/sosreport/sos-collector,72058f9253e7ed8c7243e2ff76a16d97b03d65ed,Python
kyz,https://github.com/kyz/libmspack,72e70a921f0f07fee748aec2274b30784e1d312a,C
kyz,https://github.com/kyz/libmspack,0b0ef9344255ff5acfac6b7af09198ac9c9756c8,Batchfile
kyz,https://github.com/kyz/libmspack,4fd9ccaa54e1aebde1e4b95fb0163b699fd7bcc8,C
khalwat,https://github.com/nystudio107/craft-seomatic,1e7d1d084ac3a89e7ec70620f2749110508d1ce1,PHP
cowtowncoder,https://github.com/FasterXML/jackson-databind,87d29af25e82a249ea15858e2d4ecbf64091db44,Java
congwang,https://github.com/torvalds/linux,cb2595c1393b4a5211534e6f0a0fbad369e21ad8,C
nicolas-grekas,https://github.com/symfony/symfony,e447e8b92148ddb3d1956b96638600ec95e08f6b,Markdown
nicolas-grekas,https://github.com/symfony/symfony,725dee4cd8b4ccd52e335ae4b4522242cea9bd4a,PHP
autor nulo,https://github.com/GNOME/pango,71aaeaf020340412b8d012fe23a556c0420eda5f,C
weltling,https://github.com/php/php-src,f151e048ed27f6f4eef729f3310d053ab5da71d4,C
djmdjm,https://github.com/openbsd/src,779974d35b4859c07bc3cb8a12c74b43b0a7d1e0,C
GXhua,https://github.com/swoole/swoole-src,4cdbce5d9bf2fe596bb6acd7d6611f9e8c253a76,C++
evernat,https://github.com/javamelody/javamelody,ef111822562d0b9365bd3e671a75b65bd0613353,Java
autor nulo,https://github.com/torvalds/linux,fdf82a7856b32d905c39afc85e34364491e46346,C
thisgun,https://github.com/gnuboard/gnuboard5,b1fc952c7600b825c4b02e2789ddafdea18c8d13,PHP
autor nulo,https://github.com/torvalds/linux,5800dc5c19f34e6e03b5adab1282535cb102fafd,C
lux,https://github.com/jbroadway/elefant,afb3346e50b992bcba143660ca2149e563430e05,PHP
madhuracj,https://github.com/phpmyadmin/phpmyadmin,00d90b3ae415b31338f76263359467a9fbebd0a1,PHP
michaelni,https://github.com/FFmpeg/FFmpeg,6b67d7f05918f7a1ee8fc6ff21355d7e8736aa10,C
shussain,https://github.com/xelerance/Openswan,0b460be9e287fd335c8ce58129c67bf06065ef51,Batchfile
bartman,https://github.com/xelerance/Openswan,9eaa6c2a823c1d2b58913506a15f9474bf857a3d,C
bluetech,https://github.com/xkbcommon/libxkbcommon,1f9d1248c07cda8aaff762429c0dce146de8632a,C
bluetech,https://github.com/xkbcommon/libxkbcommon,e3cacae7b1bfda0d839c280494f23284a1187adf,C
bluetech,https://github.com/xkbcommon/libxkbcommon,917636b1d0d70205a13f89062b95e3a0fc31d4ff,C
bluetech,https://github.com/xkbcommon/libxkbcommon,842e4351c2c97de6051cab6ce36b4a81e709a0e1,C
whot,https://github.com/xkbcommon/libxkbcommon,c1e5ac16e77a21f87bdf3bc4dea61b037a17dddb,C
whot,https://github.com/xkbcommon/libxkbcommon,badb428e63387140720f22486b3acbd3d738859f,C
fooishbar,https://github.com/xkbcommon/libxkbcommon,bb4909d2d8fa6b08155e449986a478101e2b2634,C
fooishbar,https://github.com/xkbcommon/libxkbcommon,38e1766bc6e20108948aec8a0b222a4bad0254e9,C
fooishbar,https://github.com/xkbcommon/libxkbcommon,4e2ee9c3f6050d773f8bbe05bc0edb17f1ff8371,C
fooishbar,https://github.com/xkbcommon/libxkbcommon,96df3106d49438e442510c59acad306e94f3db4d,C
fooishbar,https://github.com/xkbcommon/libxkbcommon,a8ea7a1d3daa7bdcb877615ae0a252c189153bd2,C
autor nulo,https://github.com/igrr/axtls-8266,5efe2947ab45e81d84b5f707c51d1c64be52f36c,C
thejh,https://github.com/torvalds/linux,f1e255d60ae66a9f672ff9a207ee6cd8e33d2679,C
infrastation,https://github.com/the-tcpdump-group/tcpdump,ad7c25bc0decf96dc7768c9e903734d38528b1bd,Markdown
autor nulo,https://github.com/ImageMagick/ImageMagick,216d117f05bff87b9dc4db55a1b1fadb38bcb786,Objective-C
fvoznika,https://github.com/google/gvisor,001a4c2493b13a43d62c7511fb509a959ae4abc2,Go
CaMer0n,https://github.com/e107inc/e107,e5bb5297f68e56537c004cdbb48a30892e9f6f4c,PHP
CaMer0n,https://github.com/e107inc/e107,ec483e9379aa622bfcc1b853b189c74288771f27,PHP
frankmorgner,https://github.com/OpenSC/OpenSC,360e95d45ac4123255a4c796db96337f332160ad,C
siloraptor,https://gitlab.com/mayan-edms/mayan-edms,9ebe80595afe4fdd1e2c74358d6a9421f4ce130e,HTML
siloraptor,https://gitlab.com/mayan-edms/mayan-edms,48dfc06e49c7f773749e063f8cc69c95509d1c32,Markdown
siloraptor,https://gitlab.com/mayan-edms/mayan-edms,076468a9225e4630a463c0bbceb8e5b805fe380c,Markdown
frankmorgner,https://github.com/OpenSC/OpenSC,03628449b75a93787eb2359412a3980365dda49b,C
mm2,https://github.com/mm2/Little-CMS,768f70ca405cd3159d990e962d54456773bb8cf8,C++
mgruner,https://github.com/OTRS/otrs,09e80c7752b0d9080688e4597c7495dd109e0963,Perl
mgruner,https://github.com/OTRS/otrs,a4a1a01f84fac7ab032570ee50b660e2ebb15c01,JavaScript
autor nulo,https://github.com/ImageMagick/ImageMagick,76efa969342568841ecf320b5a041685a6d24e0b,C
dlemstra,https://github.com/ImageMagick/ImageMagick,256825d4eb33dc301496710d15cf5a7ae924088b,C
autor nulo,https://github.com/ImageMagick/ImageMagick,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,Objective-C
autor nulo,https://github.com/ImageMagick/ImageMagick,6b6bff054d569a77973f2140c0e86366e6168a6c,C
autor nulo,https://github.com/ImageMagick/ImageMagick,16916c8979c32765c542e216b31cee2671b7afe7,C++
autor nulo,https://github.com/ImageMagick/ImageMagick,afa878a689870c28b6994ecf3bb8dbfb2b76d135,C
autor nulo,https://github.com/ImageMagick/ImageMagick,ecb31dbad39ccdc65868d5d2a37f0f0521250832,Objective-C
autor nulo,https://github.com/torvalds/linux,8f3fafc9c2f0ece10832c25f7ffcb07c97a32ad4,Markdown
holiman,https://github.com/ethereum/go-ethereum,106d196ec4a6451efedc60ab15957f231fa85639,Go
autor nulo,https://github.com/ImageMagick/ImageMagick6,1007b98f8795ad4bea6bc5f68a32d83e982fdae4,C
autor nulo,https://github.com/shellinabox/shellinabox,4f0ecc31ac6f985e0dd3f5a52cbfc0e9251f6361,C
autor nulo,https://github.com/mongodb/mongo-c-driver,0d9a4d98bfdf4acd2c0138d4aaeb4e2e0934bd84,C
jsiwek,https://github.com/bro/bro,34d0cf886ca16c665f673a299e295b2a2bc14533,Perl
bagder,https://github.com/curl/curl,f3a24d7916b9173c69a3e0ee790102993833d6c5,C
bagder,https://github.com/curl/curl,81d135d67155c5295b1033679c606165d4e28f3f,C
bagder,https://github.com/curl/curl,d530e92f59ae9bb2d47066c3c460b25d2ffeb211,C
lux,https://github.com/jbroadway/elefant,49ba8cc24e9f009ce30d2c2eb9eefeb9be4ce1d0,PHP
lux,https://github.com/jbroadway/elefant,0795ab57c7ffa53ff4af57e229f6d9680fa54a21,PHP
sitaramc,https://github.com/sitaramc/gitolite,dc13dfca8fdae5634bb0865f7e9822d2a268ed59,Perl
jsiwek,https://github.com/bro/bro,c2b18849f8bb833253538f5dfedb4ed1dc176a30,Batchfile
nicolaasuni,https://github.com/tecnickcom/TCPDF,1861e33fe05f653b67d070f7c106463e7a5c26ed,Markdown
namusyaka,https://github.com/golang/net,aaf60122140d3fcf75376d319f0554393160eb50,Go
smalyshev,https://github.com/php/php-src,23b057742e3cf199612fa8050ae86cae675e214e,C
peter-mw,https://github.com/microweber/microweber,982ea9d5efb7d2306a05644ebc3469dadb33767e,PHP
bradymiller,https://github.com/openemr/openemr,3e22d11c7175c1ebbf3d862545ce6fee18f70617,PHP
bradymiller,https://github.com/openemr/openemr,4963fe4932a0a4e1e982642226174e9931d09541,PHP
torvalds,https://github.com/torvalds/linux,7a9cdebdcc17e426fb5287e4a82db1dfe86339b2,C
AndrewScheidecker,https://github.com/WAVM/WAVM,2de6cf70c5ef31e22ed119a25ac2daeefd3d18a1,C++
AndrewScheidecker,https://github.com/WAVM/WAVM,31d670b6489e6d708c3b04b911cdf14ac43d846d,C++
egli,https://github.com/liblouis/liblouis,5e4089659bb49b3095fa541fa6387b4c40d7396e,C
norbusan,https://github.com/TeX-Live/texlive-source,6ed0077520e2b0da1fd060c7f88db7b2e6068e4c,C
peff,https://github.com/git/git,1a7fd1fb2998002da6e9ff2ee46e1bdd25ee8404,C
peff,https://github.com/git/git,a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,C
NavigateCMS,https://github.com/NavigateCMS/Navigate-CMS,6df73ccca64253a5e81c23356943fae50ffc836f,PHP
NavigateCMS,https://github.com/NavigateCMS/Navigate-CMS,2bdcb8b3c5bb23851a2115db96585f1ac8cb2d1e,PHP
davydotcom,https://github.com/bertramdev/asset-pipeline,a29533c52e4b60e244082433e116d2a038d01017,JavaScript
bhaible,https://github.com/coreutils/gnulib,278b4175c9d7dd47c1a3071554aac02add3b3c35,C
autor nulo,https://github.com/torvalds/linux,2a3f93459d689d990b3ecfbe782fec89b97d3279,C
autor nulo,https://github.com/torvalds/linux,d26c25a9d19b5976b319af528886f89cf455692d,C
yahtoo,https://github.com/Bytom/bytom,1ac3c8ac4f2b1e1df9675228290bda6b9586ba42,Go
iabyn,https://github.com/Perl/perl5,34716e2a6ee2af96078d62b065b7785c001194be,C
khwilliamson,https://github.com/Perl/perl5,43b2f4ef399e2fd7240b4eeb0658686ad95f8e62,C
demerphq,https://github.com/Perl/perl5,19a498a461d7c81ae3507c450953d1148efecf4f,C
torvalds,https://github.com/torvalds/linux,966031f340185eddd05affcf72b740549f056348,C
aagit,https://github.com/torvalds/linux,29ec90660d68bbdd69507c1c8b4e33aa299278b1,C
linlinjava,https://github.com/linlinjava/litemall,49ab94d0052672d4fb642505d44b94a18abea332,Java
thejh,https://github.com/torvalds/linux,b799207e1e1816b09e7a5920fbb2d5fcf6edd681,C
iNPUTmice,https://github.com/siacs/Conversations,7177c523a1b31988666b9337249a4f1d0c36f479,Java
liu21st,https://github.com/top-think/thinkphp,9748cb80d2f24c89218f358ca2f5ab88ee33396f,PHP
error ao obter,https://gitlab.com/libtiff/libtiff,681748ec2f5ce88da5f9fa6831e1653e46af8a66,C
kyz,https://github.com/kyz/libmspack,40ef1b4093d77ad3a5cfcee1f5cb6108b3a3bcc2,C
kyz,https://github.com/kyz/libmspack,8759da8db6ec9e866cb8eb143313f397f925bb4f,C
kyz,https://github.com/kyz/libmspack,7cadd489698be117c47efcadd742651594429e6d,C
0xMentorNotAPseudo,https://github.com/MailCleaner/MailCleaner,5f90a52785672fc688c1f85e472e84b8a0d008d8,PHP
thisgun,https://github.com/gnuboard/gnuboard5,a45241f4bc46aee1ab2cc0749f6444b043681edf,PHP
djwong,https://github.com/torvalds/linux,7b38460dc8e4eafba06c78f8e37099d3b34d473c,C
Yoha-test,https://github.com/torvalds/linux,e4f3aa2e1e67bb48dfbaaf1cad59013d5a5bc276,Markdown
ktsaou,https://github.com/netdata/netdata,92327c9ec211bd1616315abcb255861b130b97ca,C
sffc,https://github.com/unicode-org/icu,53d8c8f3d181d87a6aa925b449b51c4a2c922a51,C++
thejh,https://github.com/torvalds/linux,d2f007dbe7e4c9583eea6eb04d60001e85c6f1bd,C
pqarmitage,https://github.com/acassen/keepalived,04f2d32871bb3b11d7dc024039952f2fe2750306,C
pqarmitage,https://github.com/acassen/keepalived,5241e4d7b177d0b6f073cfc9ed5444bf51ec89d6,C
pqarmitage,https://github.com/acassen/keepalived,c6247a9ef2c7b33244ab1d3aa5d629ec49f0a067,C
farthinker,https://github.com/mycolorway/simditor,ef01a643cbb7f8163535d6bfb71135f80ec6a6fd,CSS
gstrauss,https://github.com/lighttpd/lighttpd1.4,2105dae0f9d7a964375ce681e53cb165375f84c1,C
hartwork,https://github.com/uriparser/uriparser,864f5d4c127def386dd5cc926ad96934b297f04e,C
hartwork,https://github.com/uriparser/uriparser,f76275d4a91b28d687250525d3a0c5509bbd666f,C
hartwork,https://github.com/uriparser/uriparser,f58c25069cf4a986fe17a80c5b38687e31feb539,C
mrahatm,https://github.com/google/gvisor,0e277a39c8b6f905e289b75e8ad0594e6b3562ca,Go
takluyver,https://github.com/jupyter/notebook,107a89fce5f413fb5728c1c5d2c7788e1fb17491,Python
cowtowncoder,https://github.com/FasterXML/jackson-databind,42912cac4753f3f718ece875e4d486f8264c2f2b,Java
star7th,https://github.com/star7th/showdoc,bcdb5e3519285bdf81e618b3c9b90d22bc49e13c,PHP
scoder,https://github.com/lxml/lxml,6be1d081b49c97cfd7b3fbd934a193b668629109,HTML
benquike,https://github.com/torvalds/linux,5f8cf712582617d523120df67d392059eaf2fc4b,C
xzyfer,https://github.com/sass/libsass,210fdff7a65370c2ae24e022a2b35da8c423cc5f,C++
dbry,https://github.com/dbry/WavPack,070ef6f138956d9ea9612e69586152339dbefe51,C++
dbry,https://github.com/dbry/WavPack,bba5389dc598a92bdf2b297c3ea34620b6679b5b,C
radare,https://github.com/radare/radare2,66191f780863ea8c66ace4040d0d04a8842e8432,C++
radare,https://github.com/radare/radare2,f17bfd9f1da05f30f23a4dd05e9d2363e1406948,C++
ebiggers,https://github.com/torvalds/linux,f43f39958beb206b53292801e216d9b8a660f087,C
iglocska,https://github.com/MISP/MISP,211ac0737281b65e7da160f0aac52f401a94e1a3,PHP
michaelni,https://github.com/FFmpeg/FFmpeg,cced03dd667a5df6df8fd40d8de0bff477ee02e8,C
michaelni,https://github.com/FFmpeg/FFmpeg,2b46ebdbff1d8dec7a3d8ea280a612b91a582869,C
michaelni,https://github.com/FFmpeg/FFmpeg,9807d3976be0e92e4ece3b4b1701be894cd7c2e1,C
michaelni,https://github.com/FFmpeg/FFmpeg,a7e032a277452366771951e29fd0bf2bd5c029f0,C
michaelni,https://github.com/FFmpeg/FFmpeg,bab0716c7f4793ec42e05a5aa7e80d82a0dd4e75,C
michaelni,https://github.com/FFmpeg/FFmpeg,5aba5b89d0b1d73164d3b81764828bb8b20ff32a,C
dpvc,https://github.com/mathjax/MathJax,a55da396c18cafb767a26aa9ad96f6f4199852f1,JavaScript
eldy,https://github.com/Dolibarr/dolibarr,0f06e39d23636bd1e4039ac61a743c79725c798b,PHP
eldy,https://github.com/Dolibarr/dolibarr,fc3fcc5455d9a610b85723e89e8be43a41ad1378,PHP
eldy,https://github.com/Dolibarr/dolibarr,850b939ffd2c7a4443649331b923d5e0da2d6446,PHP
eldy,https://github.com/Dolibarr/dolibarr,4b8be6ed64763327018ac1c076f81ddffa87855e,PHP
eldy,https://github.com/Dolibarr/dolibarr,bacd5110fbdc81a35030fdc322775fa15ea85924,PHP
eldy,https://github.com/Dolibarr/dolibarr,2b088a73c121a52e006c0d76ea4da7ffeb7b4f4a,PHP
dfandrich,https://github.com/libexif/libexif,6aa11df549114ebda520dde4cdaea2f9357b2c89,C
acrylian,https://github.com/zenphoto/zenphoto,695fb61707e4286b64f6e446c189b449bd07d00a,PHP
acrylian,https://github.com/zenphoto/zenphoto,9db85fcf9cc97887b81f34f03dcb180fd74e57da,PHP
ralight,https://github.com/eclipse/mosquitto,9097577b49b7fdcf45d30975976dd93808ccc0c4,C
commenthol,https://github.com/ua-parser/uap-core,010ccdc7303546cd22b9da687c29f4a996990014,JavaScript
gannimo,https://github.com/torvalds/linux,704620afc70cf47abb9d6a1a57f3825d2bca49cf,C
hean01-cendio,https://github.com/rdesktop/rdesktop,4dca546d04321a610c1835010b5dad85163b65e1,C
iboukris,https://github.com/krb5/krb5,5e6d1796106df8ba6bc1973ee0917c170d929086,C
To-om,https://github.com/TheHive-Project/Cortex,1aaf2182a6b722ad539e2717bc11967d1bde723a,Scala
unknwon,https://github.com/gogs/gogs,ff93d9dbda5cebe90d86e4b7dfb2c6b8642970ce,Go
Shnoulle,https://github.com/LimeSurvey/LimeSurvey,bfee69edaa0b90f97dc2d8fab09a87958cb32405,PHP
doubleO8,https://github.com/E2OpenPlugins/e2openplugin-OpenWebif,a846b7664eda3a4c51a452e00638cf7337dc2013,Python
benjaminp,https://github.com/python/cpython,a4ae828ee416a66d8c7bf5ee71d653c2cc6a26dd,C
zhutougg,https://github.com/zhutougg/c3p0,2eb0ea97f745740b18dd45e4a909112d4685f87b,Java
radare,https://github.com/radare/radare2,9b46d38dd3c4de6048a488b655c7319f845af185,C++
devnexen,https://github.com/radareorg/radare2,e5c14c167b0dcf0a53d76bd50bacbbcc0dfc1ae7,C
radare,https://github.com/radareorg/radare2,30f4c7b52a4e2dc0d0b1bae487d90f5437c69d19,C
radare,https://github.com/radare/radare2,df167c7db545953bb7f71c72e98e7a3ca0c793bf,C++
radare,https://github.com/radare/radare2,a1bc65c3db593530775823d6d7506a457ed95267,Go
autor nulo,https://github.com/ImageMagick/ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb,Objective-C
wtarreau,https://github.com/torvalds/linux,9824dfae5741275473a23a7ed5756c7b6efacc9d,C
hfp,https://github.com/hfp/libxsmm,151481489192e6d1997f8bde52c5c425ea41741d,C
samhocevar,https://github.com/cacalabs/libcaca,3e52dabe3e64dc50f4422effe364a1457a8a8592,TypeScript
samhocevar,https://github.com/cacalabs/libcaca,1022d97496c7899e8641515af363381b31ae2f05,C
zhou-hao,https://github.com/hs-web/hsweb-framework,b72a2275ed21240296c6539bae1049c56abb542f,Java
zhou-hao,https://github.com/hs-web/hsweb-framework,40929e9b0d336a26281a5ed2e0e721d54dd8d2f2,Java
sitaramc,https://github.com/sitaramc/gitolite,5df2b817255ee919991da6c310239e08c8fcc1ae,Perl
martinprikryl,https://github.com/winscp/winscp,49d876f2c5fc00bcedaa986a7cf6dedd6bf16f54,C
djmdjm,https://github.com/openssh/openssh-portable,6010c0303a422a9c5fa8860c061bf7105eb7f8b2,C
hartwork,https://github.com/uriparser/uriparser,cef25028de5ff872c2e1f0a6c562eb3ea9ecbce4,C
cigamit,https://github.com/Cacti/cacti,80c2a88fb2afb93f87703ba4641f9970478c102d,Markdown
cigamit,https://github.com/Cacti/cacti,1f42478506d83d188f68ce5ff41728a7bd159f53,Markdown
ankurdave,https://github.com/ucbrise/opaque,5ddda15d89f5ac82f4416208c5319ace4aecdc36,C
bk138,https://github.com/LibVNC/libvncserver,a64c3b37af9a6c8f8009d7516874b8d266b42bae,C
bk138,https://github.com/LibVNC/libvncserver,c2c4b81e6cb3b485fb1ec7ba9e7defeb889f6ba7,C
bk138,https://github.com/LibVNC/libvncserver,c5ba3fee85a7ecbbca1df5ffd46d32b92757bc2a,C
bk138,https://github.com/LibVNC/libvncserver,e34bcbb759ca5bef85809967a268fdf214c1ad2c,C
bk138,https://github.com/LibVNC/libvncserver,15bb719c03cc70f14c36a843dcb16ed69b405707,C
ppisar,https://github.com/LibVNC/libvncserver,09e8fc02f59f16e2583b34fe1a270c238bd9ffec,C
aureliendavid,https://github.com/gpac/gpac,4c1360818fc8948e9307059fba4dc47ba8ad255d,C
aureliendavid,https://github.com/gpac/gpac,35ab4475a7df9b2a4bcab235e379c0c3ec543658,C
aureliendavid,https://github.com/gpac/gpac,1c449a34fe0b50aaffb881bfb9d7c5ab0bb18cdd,C
torvalds,https://github.com/torvalds/linux,c40f7d74c741a907cfaeb73a7697081881c497d0,C
brammool,https://github.com/vim/vim,cd929f7ba8cc5b6d6dcf35c8b34124e969fed6b8,C
TorsteinHonsi,https://github.com/highcharts/highcharts,7c547e1e0f5e4379f94396efd559a566668c0dfa,JavaScript
danielrh,https://github.com/dropbox/lepton,6a5ceefac1162783fffd9506a3de39c85c725761,C++
isaacs,https://github.com/npm/node-tar,b0c58433c22f5e7fe8b1c76373f27e3f81dcd4c8,CoffeeScript
mafintosh,https://github.com/mafintosh/tar-fs,06672828e6fa29ac8551b1b6f36c852a9a3c58a2,JavaScript
JasonYanHw,https://github.com/torvalds/linux,b90cd6f2b905905fb42671009dc0e27c310a16ae,C
juek,https://github.com/Typesetter/Typesetter,fd637e2919e7f77c498a91a8e9d353f8e12afc9a,PHP
detonin,https://github.com/uclouvain/openjpeg,5d00b719f4b93b1445e6fb4c766b9a9883c57949,C
scott,https://github.com/helpyio/helpy,a26dd854deb17e36a605f91a6f51d128e98d3818,CoffeeScript
GustavoARSilva,https://github.com/torvalds/linux,6acb47d1a318e5b3b7115354ebc4ea060c59d3a1,C
jgunthorpe,https://github.com/torvalds/linux,0625b4ba1a5d4703c7fb01c497bd6c156908af00,C
JinXiao-Intel,https://github.com/torvalds/linux,54648cf1ec2d7f4b6a71767799c45676a138ca24,C
